시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
당리초정문,부산광역시,사하구,부산광역시 사하구 다대로22번길 12,부산광역시 사하구 당리동 511,35.09994627,128.97506198,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
괴정초후문,부산광역시,사하구,부산광역시 사하구 낙동대로 152,부산광역시 사하구 괴정동 230,35.10359314,128.99960286,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
사하초정문,부산광역시,사하구,부산광역시 사하구 낙동대로264번길 14,부산광역시 사하구 괴정동 779-4,35.10003468,128.98825127,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
서울프랑스학교,서울특별시,서초구,서울특별시 서초구 서래로 7,서울특별시 서초구 반포동 98-2,37.49582982,126.9978408,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
까리따스어린이집,서울특별시,서초구,서울특별시 서초구 남부순환로 2124,서울특별시 서초구 방배동3274,37.47498587,126.9843744,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
잠원초등학교,서울특별시,서초구,서울특별시 서초구 신반포로16길 15-25,서울특별시 서초구 반포동 17,37.501859,126.9980045,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
원명초등학교,서울특별시,서초구,서울특별시 서초구 고무래로 90-6,서울특별시 서초구 서초동 1685-1,37.50077708,127.0167076,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
우암초등학교,서울특별시,서초구,서울특별시 서초구 바우뫼로7길 38,서울특별시 서초구 우면동 58,37.472205,127.0237234,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
우면초등학교,서울특별시,서초구,서울특별시 서초구 태봉로 59,서울특별시 서초구 우면동 690,37.46471047,127.0237693,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
우솔초등학교,서울특별시,서초구,서울특별시 서초구 양재대로2길 74,서울특별시 서초구 우면동 774,37.45709422,127.0192756,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
언남초등학교,서울특별시,서초구,서울특별시 서초구 헌릉로8길 42,서울특별시 서초구 내곡동 395,37.45380928,127.061430,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
양재초등학교,서울특별시,서초구,서울특별시 서초구 바우뫼로18길 14,서울특별시 서초구 양재동 101,37.47416538,127.0318925,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
신중초등학교,서울특별시,서초구,서울특별시 서초구 남부순환로317길 15,서울특별시 서초구 서초동 1466-5,37.48015788,127.0093433,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
신동초등학교,서울특별시,서초구,서울특별시 서초구 나루터로 15,서울특별시 서초구 잠원동 54-5,37.51713004,127.0113904,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
서초초등학교,서울특별시,서초구,서울특별시 서초구 서운로 178,서울특별시 서초구 서초동 1310-6,37.49904877,127.0248915,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
서일초등학교,서울특별시,서초구,서울특별시 서초구 효령로68길 49-3,서울특별시 서초구 서초동 1436-6,37.48545764,127.022509,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
서원초등학교,서울특별시,서초구,서울특별시 서초구 고무래로 63,서울특별시 서초구 반포동 30-8,37.5024389,127.0146195,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
서이초등학교,서울특별시,서초구,서울특별시 서초구 서운로 35,서울특별시 서초구 서초동 1334-2,37.49156467,127.025618,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
서래초등학교,서울특별시,서초구,서울특별시 서초구 방배로 260,서울특별시 서초구 방배동 771,37.496404,126.9901565,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
방현초등학교,서울특별시,서초구,서울특별시 서초구 남부순환로295길 8,서울특별시 서초구 방배동 488-3,37.47442077,126.9930332,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
방배초등학교,서울특별시,서초구,서울특별시 서초구 방배천로34길 27,서울특별시 서초구 방배동 858-1,37.488144,126.9878162,서울특별시 서초구청,02-2155-7185,2026-02-09,3210000,서울특별시 서초구
사남초힐스입구,부산광역시,사하구,부산광역시 사하구 장평로 390,부산광역시 사하구 괴정동 1206-9,35.09618198,128.98253796,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
낙동초정문,부산광역시,사하구,부산광역시 사하구 제석로 41,부산광역시 사하구 당리동 313-6,35.10539596,128.97295156,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초정문2,부산광역시,사하구,부산광역시 사하구 하신번영로 186,부산광역시 사하구 하단동 1181-25,35.09935773,128.95994471,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초정문1,부산광역시,사하구,부산광역시 사하구 하신번영로 186,부산광역시 사하구 하단동 1181-25,35.09935773,128.95994471,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(부산은행2),부산광역시,사하구,부산광역시 사하구 하신번영로 183,부산광역시 사하구 신평동 590-12,35.09870671,128.96015041,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(부산은행1),부산광역시,사하구,부산광역시 사하구 하신번영로 183,부산광역시 사하구 신평동 590-12,35.09870671,128.96015041,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(CU편의점2),부산광역시,사하구,부산광역시 사하구 하신번영로 210,부산광역시 사하구 하단동 1181-1,35.09975704,128.95849543,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(CU편의점1),부산광역시,사하구,부산광역시 사하구 하신번영로 210,부산광역시 사하구 하단동 1181-1,35.09975704,128.95849543,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(해바라기공원2),부산광역시,사하구,,부산광역시 사하구 하단동 1184-4,35.09927344,128.95798373,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(해바라기공원1),부산광역시,사하구,,부산광역시 사하구 하단동 1184-4,35.09927344,128.95798373,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(세븐일레븐2),부산광역시,사하구,부산광역시 사하구 하신번영로 201,부산광역시 사하구 신평동 589-1,35.09885314,128.95837906,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하남초(세븐일레븐1),부산광역시,사하구,부산광역시 사하구 하신번영로 201,부산광역시 사하구 신평동 589-1,35.09885314,128.95837906,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하단초(이마트24),부산광역시,사하구,부산광역시 사하구 하신중앙로335번길 28,부산광역시 사하구 하단동 592-12,35.10563170,128.96529306,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
하단초(CU편의점),부산광역시,사하구,부산광역시 사하구 낙동남로1390번길 5,부산광역시 사하구 하단동 592-4,35.10566655,128.96407127,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(롯데캐슬219동앞2),부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,부산광역시 사하구 다대동 1624,35.05663364,128.96564850,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(롯데캐슬219동앞1),부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,부산광역시 사하구 다대동 1624,35.05663364,128.96564850,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(학교담장),부산광역시,사하구,부산광역시 사하구 다대낙조2길 110,부산광역시 사하구 다대동 1633,35.05487781,128.96311391,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(카페051),부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,부산광역시 사하구 다대동 1624,35.05663364,128.96564850,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(롯데캐슬308동앞),부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,부산광역시 사하구 다대동 1624,35.05663364,128.96564850,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
몰운대초(롯데캐슬307동앞),부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,부산광역시 사하구 다대동 1624,35.05663364,128.96564850,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
장림초(홍콩반점2),부산광역시,사하구,부산광역시 사하구 장림번영로103번길 5,부산광역시 사하구 장림동 316-2,35.08094187,128.97626169,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
장림초(홍콩반점1),부산광역시,사하구,부산광역시 사하구 장림번영로103번길 5,부산광역시 사하구 장림동 316-2,35.08094187,128.97626169,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
장림초(티월드),부산광역시,사하구,부산광역시 사하구 장림번영로104번길 10,부산광역시 사하구 장림동 1151,35.08009498,128.97638586,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
장림초(이삭토스트),부산광역시,사하구,부산광역시 사하구 장림번영로 103-1,부산광역시 사하구 장림동 193-4,35.08075869,128.97672374,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
장림초(CU편의점),부산광역시,사하구,부산광역시 사하구 장림번영로 104,부산광역시 사하구 장림동 193-6,35.08027522,128.97687213,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
신평초(CU편의점4),부산광역시,사하구,부산광역시 사하구 장평로299번길 13,부산광역시 사하구 신평동 286-18,35.09287275,128.97232927,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
신평초(CU편의점3),부산광역시,사하구,부산광역시 사하구 장평로299번길 13,부산광역시 사하구 신평동 286-18,35.09287275,128.97232927,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
신평초(CU편의점2),부산광역시,사하구,부산광역시 사하구 장평로299번길 13,부산광역시 사하구 신평동 286-18,35.09287275,128.97232927,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
신평초(CU편의점1),부산광역시,사하구,부산광역시 사하구 장평로299번길 13,부산광역시 사하구 신평동 286-18,35.09287275,128.97232927,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
을숙도초후문,부산광역시,사하구,부산광역시 사하구 낙동대로 581,부산광역시 사하구 하단동 1217-2,35.11547085,128.96132727,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
구평초입구,부산광역시,사하구,부산광역시 사하구 사하로 9,부산광역시 사하구 구평동 24-19,35.08707629,128.98955256,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
다송초정문,부산광역시,사하구,부산광역시 사하구 다대로381번길 17,부산광역시 사하구 다대동 93,35.06930070,128.97975634,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
다대초(GS편의점2),부산광역시,사하구,부산광역시 사하구 다대로 500,부산광역시 사하구 다대동 287-4,35.06078943,128.97409577,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
다대초(GS편의점1),부산광역시,사하구,부산광역시 사하구 다대로 500,부산광역시 사하구 다대동 287-4,35.06078943,128.97409577,부산광역시 사하구청,051-220-4552,2026-01-13,3340000,부산광역시 사하구
